                 res               x                y               z
           111.21987       117.26364         94.17502     -2005.90771
            17.93552         1.90987        817.14008     -1843.72852
           139.89357       142.31479         95.21532     -2002.66809
            56.51678       329.63760      -1717.83008     -1820.46375
            15.29676       290.46371       -148.84964     -1205.91211
            16.67095       198.91963        897.62317     -1752.38086
           209.09085       376.86096        347.18243     -1950.08301
            59.79212        91.82957        -22.18683     -2009.57861
           455.57483       345.04855       -315.80206     -2002.96777
            25.13898       244.93402       -182.73022     -1477.24023
             9.02814       289.68713        317.38022     -1520.98230
            25.65076        25.17751      -1741.38098     -1826.08887
            36.92634       212.59398       1701.26294     -1653.09985
            28.04675        53.98668      -1069.47449     -1899.21301
            95.71184        41.95326        473.15143     -2015.01611
            50.42208       269.61670       -205.83009     -1632.56836
             9.33928       225.20215        310.00760     -1636.65649
            41.32736       286.08649      -1472.00513     -1934.99719
            44.29947       287.10327      -1495.00012     -1951.28333
            31.29280        44.32281       1550.50269     -1628.47375
           185.61096       137.90337        283.86954     -2046.10303
            49.20322       243.56757      -1443.65576     -1621.25806
             6.87099       347.33978       1927.37842      -418.69943
             9.26615       170.88573       1871.68860      -117.15446
            12.06758       238.26559       1477.36938     -1515.70898
            46.75601       253.68201      -1833.53918     -1722.77954
            31.56646       377.92383       -985.18457     -1906.78711
           170.85431       196.86346       -400.66718     -1965.30310
            69.00439       123.19064       1493.08557     -1719.97607
            34.26494       301.39188       -854.70001     -1969.56921
            22.76039        89.11172       1586.13062     -1601.96509
            20.12531        46.43348       1578.59473     -1563.67456
            22.76039        79.03282       1597.63965     -1563.13232
            59.67141       351.53738       -747.33789     -1910.17236
            60.32168        39.50452       -126.07428     -2013.09827
            16.19609       309.17065        436.70587     -1797.82141
            20.37782       274.15063        352.67413     -1749.78064
            16.19609       300.27026        433.14548     -1762.22412
            19.35362       192.94540        428.47772     -1787.77258
            13.73086       246.87686        488.90564     -1779.55139
            14.06577       298.38086        460.46078     -1822.85339
            13.73086       190.14661        446.92938     -1758.71057
            40.75605         9.17129        514.88916     -1852.15894
            59.31522        41.79058        524.48102     -1912.11865
            33.55400        39.54496        560.04437     -1872.08289
            67.45396        64.63522        503.71143     -1922.18701
            69.91871        63.07758        584.96698     -1937.61304
            53.66047        40.90354        575.04340     -1938.30139
            53.66047        33.96827        561.15179     -1914.29382
            66.33438        55.05733        570.82953     -1976.59021
            66.33438        37.13240        564.09442     -1963.38354
            15.37873       119.84541        700.06628     -1733.15588
            14.42402       193.37448        637.84460     -1681.74634
            14.42402       147.48885        696.33252     -1721.49988
            25.70627       143.60825        664.45074     -1769.35156
            45.64248       159.71552        722.54169     -1824.73425
            61.76465       182.91637        712.56879     -1827.46692
            45.64248       172.82608        733.30121     -1819.07373
            27.77277       215.19321        671.65033     -1813.16711
            27.77277       199.61992        647.88263     -1809.05591
            35.15942        56.52551        634.58759     -1850.11621
            39.81981        55.06960        622.13873     -1873.84326
            25.53936       193.48199       -988.72284     -1919.41211
            23.14286       168.48828       -957.22192     -1926.75305
            28.40582       134.83859       -977.29932     -1858.02002
            54.86457        70.58640        -22.74108     -2006.31287
             4.59701        13.07498        683.84271     -1140.63049
            33.15596       139.99792      -1650.66907     -1739.79102
            42.22736         7.18584      -1548.00854      -657.15320
             5.01057       204.86111        803.58350     -1445.03223
             6.20840       233.15009        853.83826     -1447.79041
             7.95593       249.89951        815.37988     -1450.99182
             4.97019       161.59143        962.29120     -1565.80969
             4.97019       180.20047        989.78278     -1554.12024
             7.83551       217.58087        966.27917     -1582.16150
             4.97019       186.47067        998.23431     -1523.20007
             4.97019       207.50522        990.32526     -1489.03796
             4.97019       151.51578        986.33722     -1472.68616
            32.52961        89.59219        767.48578     -1782.16162
            32.52961       102.77633        738.59039     -1779.67651
            15.37873        91.78447        723.08173     -1749.30249
             8.49706        89.22175        750.29791     -1726.08496
             8.49706        81.23436        776.12787     -1749.51318
            10.42397        26.45414        704.08905     -1723.59351
           206.56094       167.30807        151.86362     -2010.41882
           206.56094       164.34445        147.52313     -2039.00146
           139.89357       143.17633        122.96318     -2010.23914
           206.56094       152.41330        137.82747     -1989.49939
            95.64207       211.68829         96.34914     -1963.44189
           146.03325       217.88586         73.35745     -1982.64099
           202.52898       231.88077        162.80055     -2026.91724
           202.52898       221.91306        162.78925     -2000.08191
           146.03325       262.88242        117.91077     -1985.09290
           125.42409       235.77521        138.27852     -1968.06836
           133.88390       196.01105        107.78532     -2061.49512
           133.88390       205.17227         89.13412     -2052.11182
            32.05991       253.02988       -865.79694     -1977.02356
            21.29453        51.28082      -1048.96533     -1965.03198
            41.48816        64.80695       1588.24316     -1683.90479
            44.16167        52.82199       1591.67993     -1708.74329
            11.14643       390.98383        396.62943      -797.04321
             5.98800        16.60600       1057.33691     -1666.73950
             5.50693         7.96413       1017.16748     -1606.23486
             5.98800        32.34949       1055.23853     -1608.91211
            34.88012       163.36426      -1696.87634     -1845.34644
            27.06913       316.30112      -1059.70166     -1935.65845
            23.56763       269.52246      -1127.68945     -1943.20105
            23.56763       281.26111      -1136.66382     -1922.05725
             2.92082         5.01817       1350.71338     -1157.72559
           127.24738       393.39575       -450.89667     -1772.33337
           255.47090       365.02988       -403.43610     -1865.00110
           198.93811       368.53772       -449.78653     -1890.15613
            28.78322        19.94294       1685.47095     -1663.09375
            28.78322         6.33234       1713.10034     -1681.00903
            20.30173         3.21392       1624.38940     -1717.38940
             4.12177        64.40031       1294.47815     -1542.44263
             4.12177        47.27154       1259.84558     -1525.05640
             2.73874        59.49972       1223.92249     -1548.34058
             6.65100       172.34630       1275.36267     -1541.79785
             6.65100       147.50630       1306.73547     -1556.81177
             2.73874        67.91841       1240.48560     -1581.49817
             4.12177        95.85553       1257.53064     -1583.14111
             4.12177        66.32979       1276.01672     -1581.40344
             4.38724         2.99604       1240.07935     -1624.97852
             4.46028        20.81451       1220.38171     -1657.50781
             8.08030         2.52987       1280.69019     -1716.20618
             7.79372         6.02630       1230.51245     -1716.25037
             7.79372        29.96414       1258.06506     -1713.83240
             3.12900        89.17406       1507.51697     -1024.10278
             5.95816        40.78810       1471.27136     -1339.08850
             4.95239         2.33058       1440.08142     -1372.75574
            72.53387        78.28302       -360.52246     -1761.26001
            46.56085        34.53523      -1154.62146     -1267.80920
           134.85983       258.71420        758.48279     -1873.92358
            89.49150       248.81142        734.41248     -1853.64893
           116.58096       204.14633        710.56921     -1907.74866
            39.81403       295.53333       1443.80591     -1620.34424
            25.75393        13.93012       1442.46301     -1626.81812
            12.15199         1.96749       1441.91101     -1647.57324
           110.56669        34.66157       -157.57498     -2056.35938
           178.69666        35.61302       -190.18762     -2041.60840
           110.56669        26.94684       -178.48036     -2064.93115
           110.56669         1.77931       -145.58994     -2048.43994
           110.56669         2.82297       -175.11662     -2066.53711
            12.58659        17.72800        448.18295     -1623.17041
             9.02814       106.68270        377.65054     -1534.93579
             9.02814       114.34477        404.30191     -1570.24414
            11.87022        75.56010        399.91147     -1538.90991
            32.27287       290.11932       -969.01086     -1681.43530
            26.92179       213.37994       -881.30176     -1917.52795
           137.38673        13.36984        129.18846     -1996.86194
           144.52579        42.69743        134.17480     -2042.69714
           144.52579        24.23697         92.44481     -2019.02246
           144.52579        10.74663        110.90739     -2024.07886
           144.52579        44.93295         96.79535     -2040.73645
           144.52579        31.44262        115.25793     -2045.79285
            23.96281       100.56470       -528.46033     -1310.73401
            23.14374       101.93189       -581.41302     -1244.08350
            23.96281       101.83710       -465.75833     -1325.50806
            22.21034       102.14321       -368.94205     -1232.62903
            49.94632        89.58318      -1492.82507     -1681.82288
            48.29876       152.40329      -1361.53516     -1703.92517
            49.94632       145.62720      -1432.79968     -1713.50745
            49.94632       112.86841      -1389.44922     -1712.51746
            46.84046       101.60195      -1478.40308     -1728.11096
            46.12234       147.30565      -1498.96619     -1722.10059
            46.84046       125.44917      -1457.80872     -1720.84485
            64.47189       318.46555      -1713.56067     -1690.17029
            66.48657       279.61392      -1729.69507     -1661.40674
            64.47189       245.01520      -1699.20886     -1661.49329
            64.47189       309.34995      -1683.47229     -1710.74011
            64.47189       266.37952      -1678.81348     -1710.58496
            41.72731        78.42567          5.50748     -2055.05591
            41.72731        71.64494        -11.87746     -2042.93640
            41.72731        56.48698         10.73091     -2066.27271
            41.25701        45.57423         11.48884     -2049.09448
            41.25701        49.70625         -6.65404     -2054.15332
            15.88501        83.46069        433.72198     -1781.72009
            17.27505        40.47237        386.51367     -1762.93030
            62.61710       374.06207      -1495.37561     -1531.45410
            51.49920       359.70160      -1387.55750     -1578.26270
            73.95065       349.90045      -1449.40332     -1484.78296
            73.95065       395.96893      -1435.58777     -1460.64551
            62.61710       356.35828      -1390.02063     -1511.08545
            24.47010        34.58341      -1067.52490     -1992.80762
            24.47010        55.93922      -1064.70911     -1982.99097
            24.85404         2.26142      -1060.17920     -1963.18628
            24.85404        12.29406      -1050.40283     -1948.40479
            21.29453        28.11598      -1042.34302     -1965.83447
            21.29453        18.08333      -1052.11938     -1980.61597
            31.24338        33.21553      -1091.73535     -1911.51709
            24.85404         2.65146      -1095.89563     -1929.33105
            28.08745        23.27187      -1101.86707     -1925.56104
            17.27505        45.00741        416.69049     -1781.23901
            77.07407       352.13910      -1533.34045     -1529.55627
            12.68354       170.87659       1001.50104     -1638.49585
            12.68354       166.98502       1047.09302     -1668.19214
            36.54635       233.77255        546.11035     -1913.21838
            71.58324       274.25275        539.29492     -1983.16248
            71.58324       284.30792        541.18634     -1957.39185
            52.67348       232.04355        559.73865     -1916.39941
            66.66887       262.84995        519.51929     -1922.58191
            69.22070       242.39114        583.56177     -1950.72058
            87.50069       135.12520        498.22974     -1997.41064
           106.10957        99.49947        471.62433     -1987.45251
           106.10957       104.57695        492.29529     -2003.76355
            61.03858       104.17804        478.68231     -1962.63379
            87.50069       109.25552        499.35333     -1978.94482
            19.99369       258.64148        577.18915     -1778.73694
            15.31509       175.29172        555.81372     -1782.09534
            15.16835       189.55072        622.27197     -1758.93457
            27.77277       207.63205        632.64575     -1787.72559
            15.16835       215.02280        566.20337     -1739.04114
            15.16835       179.09789        563.79907     -1746.38318
            15.16835       219.11592        609.73438     -1738.22644
            15.16835       237.19725        620.10815     -1767.01746
            12.68354       192.76028       1012.38086     -1728.03149
            15.11669       301.90027       1040.61829     -1655.40234
            15.11669       303.79700        999.92212     -1648.79761
            19.06426       310.43704       1017.99530     -1680.97681
             4.29046         6.03338       1396.76123     -1453.72400
            80.13703       317.83179      -1650.33606     -1547.82593
            89.49150       207.15283        711.16956     -1875.22290
            38.79948       167.35883      -1634.04626     -1799.60156
            60.23119        13.31102         69.68072     -2031.69873
            60.23119        25.95928         39.52799     -2086.88770
            50.23198         5.42313         40.42186     -2097.45630
            50.23198         2.30831         61.30371     -2093.24561
            60.23119        22.84446         60.40985     -2082.67700
            57.63367        17.11457         55.82756     -2008.23950
            41.25701        40.39967         20.36826     -2041.92090
            60.23119        48.41237         43.75790     -2041.44531
            57.63367        41.62486         39.17934     -2016.13867
            47.32623        33.61215         15.78969     -2016.61401
            57.63367         9.71451         16.33860     -2017.52808
            12.87774       156.73943      -1999.04797     -1681.92627
            12.87774       135.23872      -1990.60425     -1706.16992
            63.81835        46.11798      -1471.30420     -1202.94080
           383.53848       387.92477       -270.54239     -1932.81836
            80.27606       199.55457      -1354.26624     -1329.61621
            48.40490       192.93854      -1316.98425     -1273.27319
            80.27606       199.47958      -1384.51282     -1286.12048
            71.60223       175.82318      -1337.81665     -1358.18787
            71.60223       132.34280      -1295.13599     -1374.06006
            71.60223       138.88385      -1362.66455     -1386.90735
            71.60223       120.55753      -1396.74219     -1390.36646
            60.95720       104.61288      -1445.52466     -1403.39026
            58.14519        61.13249      -1402.84399     -1419.26233
             8.49706        54.92157        768.09448     -1715.40686
             9.78495        62.27911        875.00671     -1700.01819
            28.98673        34.75157       -996.53424     -1908.81384
            32.35780        55.47887      -1004.29193     -1873.97192
            28.98673        44.96362      -1018.22821     -1891.83569
            28.04675        85.64309      -1030.37964     -1911.80737
            28.04675        65.69936      -1030.10034     -1915.91772
            72.37476       109.18550        539.15619     -1930.92017
           116.58096       201.13191        731.59167     -1915.12280
           123.81918       230.21411        707.13513     -1915.95129
           164.37889       344.31268        465.01096     -2006.07715
            14.92512        12.59886       1669.61609     -1468.03271
             9.22125        75.52612       1624.86597     -1441.92261
             7.95980        48.66677       1592.94751     -1459.67883
           128.50835       355.48499       -268.84052     -1766.63330
            58.97746       122.66295        817.79425     -1853.72095
            36.46783        50.13092        774.55609     -1858.87866
            36.46783        55.43572        780.40393     -1844.17871
            36.46783        44.11305        795.80316     -1859.85303
            56.41753        69.69635        796.81329     -1892.07837
            36.46783        69.18227        826.54950     -1867.72827
            38.12835        88.39647        830.20807     -1880.71362
            38.12835       100.70276        832.86627     -1859.67725
            31.75680        81.48855        829.20770     -1846.69189
            56.41753        60.87730        780.60730     -1897.35913
            44.43821        57.16174        771.72119     -1877.46338
            44.43821        72.19997        765.20801     -1881.68481
            60.11604       330.46747       1549.47681     -1676.09253
            60.11604       354.74271       1563.59314     -1659.36902
            57.35227       354.70874       1517.17847     -1696.22559
            60.11604       322.51801       1532.13831     -1682.83765
            39.81403       316.32901       1515.47131     -1686.83801
            34.41249       398.12076       1501.49585     -1674.68494
            19.25953       380.11679       1513.51416     -1532.74341
            39.81403       381.56647       1465.69019     -1660.05066
            39.81403       384.65131       1454.44934     -1613.31934
            63.47939       254.39809        771.81812     -1762.59863
             7.20564        41.36468        756.41272     -1687.70166
             7.20564        25.11011        741.61450     -1713.17712
             6.34746        37.19019        780.23792     -1660.99304
             6.14962        34.17599        843.68530     -1636.90381
            30.68603       318.73981       -819.63470     -1558.26184
            42.16826       160.06073        584.12109     -1890.33789
            41.08665       172.92245        639.27753     -1839.13074
            26.96497        27.83739       -779.53522     -1246.82031
            23.29093        33.25936       -901.27075     -1209.07788
            23.29093        58.77379       -834.18427     -1198.10889
            65.99183       374.60217      -1602.28149     -1662.47668
            20.81488        91.56590        146.87047     -1310.22510
            25.75393        31.25407       1426.62280     -1639.63550
            31.77804       104.12057       1379.15686     -1675.16064
            31.77804       101.17700       1388.21863     -1644.93726
            41.11095       108.62682       1401.09827     -1656.90942
            36.54682        32.68210       1397.76367     -1713.17883
            43.75916        68.90762       1449.11426     -1712.37512
            56.51675        63.72809       1438.30347     -1728.15222
            56.51675        79.56992       1437.08752     -1724.46802
            47.30816        52.12440       1416.85339     -1740.73633
            47.30816        51.59370       1434.02332     -1728.29639
            47.30816        31.71152       1433.44873     -1715.27820
            47.30816        32.24222       1416.27869     -1727.71802
            47.31223        19.93153      -1563.84412     -1781.83325
            47.31223        46.57439      -1552.19312     -1823.43616
            54.29504        57.06021      -1481.86731     -1772.17273
            54.29504        45.04144      -1496.28931     -1725.88464
            47.31223        17.02545      -1533.45776     -1723.27148
            16.58419       239.54677      -1648.15308      -551.90308
            16.58419        13.36224      -1436.53857      -502.90308
            35.15942        54.17676        687.02203     -1828.31421
            35.15942        53.47130        670.09534     -1837.97778
            44.28236       103.03986        734.70563     -1839.80225
            61.76465       127.15683        720.35913     -1841.54150
            45.64248       140.20920        706.10809     -1816.37012
            45.64248       124.32381        708.26630     -1798.54614
            22.81527       105.20810        658.35425     -1811.67871
            25.70627       121.04400        643.71033     -1805.80371
            41.08665       139.93777        678.26624     -1825.18054
            35.15942       101.60516        676.40845     -1860.31421
            22.81527        93.56787        648.32385     -1820.65356
            42.16826       132.45464        625.06763     -1841.52722
            41.08665       150.35777        641.85120     -1838.34924
            25.70627       124.05238        680.42444     -1807.35645
            35.15942        96.15893        656.87793     -1853.09766
            56.16719       113.71089        665.46436     -1876.28430
           383.53848       392.58118       -267.31287     -1961.30249
            55.76154        54.94027        -31.04223     -1951.60132
            47.32623        56.97751          2.84478     -1978.57581
            47.32623        56.98429         -9.96159     -1991.76306
            47.32623        39.52930         -0.79140     -1994.62476
            44.99968        58.46811        -34.36443     -1995.40002
            54.64043        30.92863      -1273.20557     -1666.58960
            45.10112        61.83728      -1207.82251     -1689.92285
            48.13776        31.43298      -1174.88708     -1715.29199
            48.13776        30.08678      -1194.20544     -1654.24634
            89.49150       233.93646        712.05908     -1867.73145
           123.81918       258.81631        719.72839     -1901.63403
           116.58096       224.21172        739.40271     -1925.99683
           109.68159       236.65359        749.16858     -1858.08362
            51.78149       139.04327      -1435.76099      -754.46948
            24.47010        33.73578      -1058.53833     -1931.14355
            31.12715        35.87776      -1066.86304     -1909.23926
            31.24338        35.16360      -1078.57202     -1914.72583
             7.49010        26.99103        326.06229      -566.01221
             7.49010       195.24681        303.73016      -465.04297
           109.99654       175.44504        472.07587     -2020.41577
           122.18913       318.61755      -1761.06921     -1104.10645
           122.18913       241.18994      -1605.49402     -1166.78296
           107.48361       346.67194      -1702.37305     -1236.19421
           137.36519       334.49365      -1787.40869     -1146.11169
           102.17630       323.63419      -1806.28198     -1184.71436
           107.48361       377.11224      -1758.84399     -1200.04407
            10.07666        11.27869       1870.23547     -1453.38818
            19.28593        10.80895       1752.98328     -1542.65588
            15.43778        23.38076       1798.26013     -1539.65918
            59.31522        34.79449        481.70560     -1946.95947
            22.20230        21.93625       1326.39734     -1687.21362
            11.11496        49.59935       1330.12329     -1681.15674
            11.11496        23.31849       1303.29810     -1608.36133
            11.11496        44.55076       1289.42554     -1615.74548
            32.90413       314.80615      -1252.40588     -1754.19470
            30.98151       291.32108      -1229.51599     -1723.69934
            41.64262       101.48335       -370.49030     -1719.34033
            56.39701        27.61476       -337.37433     -1755.96680
            34.81136        30.29362       -517.87610     -1660.95874
            55.58424       109.68325       -479.81964     -1739.44458
            41.42270        70.72494       -505.84882     -1743.41162
            40.52340        10.39988       -413.30347     -1636.49438
            55.58424       101.63729       -447.17407     -1789.13257
            48.19093        62.67897       -473.20325     -1793.09961
            41.64262        21.48825       -347.35333     -1661.75659
            56.39701        25.01459       -301.01086     -1721.55054
            41.64262        65.71160       -323.49493     -1698.13379
            21.44352        55.14140        623.45996     -1775.32251
            22.81527        69.29654        655.63507     -1782.03247
            22.81527        88.04419        657.59149     -1802.41260
            22.26131       142.32257        597.39001     -1821.32935
            22.26131       137.86273        589.18652     -1795.96289
            39.61570       112.83249        592.75562     -1847.70483
            39.61570       130.12970        578.01410     -1840.41699
             3.05325        49.31082       1723.14319      -841.61243
             3.05325        40.18571       1668.24548      -896.37451
            11.15293        89.44080      -1984.12915     -1776.84534
            16.13174       304.65387        228.56989     -1677.04211
            26.72607       354.70502        267.61185     -1743.14307
            37.24345       392.21021        225.75491     -1798.90454
            31.42222       389.51935        264.66119     -1778.61963
            17.04283       145.33438        191.09052     -1246.93726
            19.91179       118.29834        161.40826     -1185.31030
            20.81488        11.61629        185.18539     -1334.87524
           354.76434       392.68494       -217.35858     -1922.88770
             4.88137       166.13295        248.66843      -329.32153
            24.50739       214.10751        763.96289     -1753.98193
            47.39900       195.96786        724.88440     -1777.77197
            63.47939       206.09424        751.20105     -1779.74597
            74.61378       293.72476        740.60327     -1784.77087
            97.01852       285.09882        757.96155     -1802.82922
           170.93504        96.72752        148.90062     -2042.28406
           131.75195        81.15860        132.66505     -2055.46753
           144.52579        65.87534        125.41354     -2038.39636
            69.80852        95.57782         71.88237     -2021.57544
           111.21987       117.37477         75.76176     -2025.15991
            10.29512       146.73178        387.31049     -1650.64014
            22.83533        86.39508        327.14307     -1746.95911
            22.09795        69.80226        300.42560     -1725.64905
            11.77229        49.24744        323.65903     -1684.40784
            11.77229        70.19249        300.95462     -1655.37854
            42.16826       155.13116        610.19373     -1884.18604
            66.57594       139.95285        616.54633     -1924.50635
            66.63499       140.09644        577.59320     -1925.88257
            49.24542       171.32077        600.36621     -1915.54028
            66.57594       158.39514        612.04150     -1917.11523
            66.63499       162.54373        579.70239     -1912.27197
            66.63499       127.32046        569.37427     -1911.03540
            59.31522        18.70531        507.42380     -1945.28931
            59.31522         2.67820        517.28003     -1924.21423
            25.65076        95.88496      -1686.63379     -1810.76123
            38.79948       213.00864      -1692.36609     -1800.30078
            34.88012       208.20718      -1733.82117     -1810.04346
            34.88012       173.09769      -1729.87537     -1837.12305
            38.79948       207.98785      -1674.68152     -1756.22778
            38.79948       191.67743      -1669.72424     -1832.62354
            41.11095       138.38907       1415.34155     -1631.72278
            63.86084       152.03754       1437.13257     -1649.50952
            47.28070       138.41237       1453.89600     -1630.50391
            35.92039       144.23941       1461.16260     -1565.50586
            35.92039       140.84192       1471.30151     -1600.12231
            35.92039       157.88788       1482.95386     -1583.29260
            40.34373       188.97427       1486.62183     -1581.23071
            77.73100       205.39319       1477.63794     -1618.91040
            17.66808        99.53633        490.79547     -1786.28406
            17.66808       124.44244        512.47052     -1774.30017
            17.99524        79.71124        561.50604     -1803.14783
            13.16750        99.59123        560.95056     -1783.38342
            87.50069       156.20903        525.91577     -1992.08545
            91.68658       191.55820        511.53906     -2004.79199
            91.68658       175.39456        530.72778     -2011.76270
            87.50069       153.33194        501.36221     -1985.25415
            61.03858       165.56235        493.85471     -1971.46265
           109.99654       173.21654        493.02200     -1995.22998
             2.00023       273.07471       1869.18445      -917.37231
             2.40919       283.07343       1925.63452      -773.96790
            22.08021       287.10706      -1048.80151     -1948.54248
            22.08021       300.95648      -1067.31494     -1958.63855
           419.60739       375.88458       -333.81256     -1919.60730
           419.60739       358.27246       -321.19623     -1922.26672
           419.60739       384.88092       -320.29547     -1938.03210
            29.94876       163.00656       -892.72729     -1813.23901
            29.76875       140.61774       -920.31238     -1882.45801
            29.75130       284.02899       -873.24982     -1914.50757
            29.75130       307.29358       -896.68140     -1910.65015
            32.38309       329.58484       -892.81439     -1935.19849
            69.80852       136.74269         31.98821     -2024.76221
            77.75334       134.92740         13.35664     -2038.73499
            59.79212       124.59647         18.25735     -2019.42163
            59.79212       113.48412         13.44958     -1990.12122
            59.79212       117.27909         10.36765     -2009.43591
            59.79212       111.66883         -5.18200     -2004.09412
            95.17608       164.97235        -62.70564     -2019.16760
            51.72392       171.30101        -53.15799     -2042.67603
            26.11566       263.83453       -734.36945     -1523.54468
            32.19992       315.10400       -680.89563     -1609.86035
            26.11566       257.93396       -692.71405     -1579.85840
             6.94197        49.21690      -1982.60645     -1633.84412
            26.92179       168.03447       -917.19482     -1883.48804
             5.45107       398.04868        498.90479     -1685.75366
             5.95816        12.62478       1597.04321     -1330.72510
             7.95980        90.28827       1520.36462     -1404.13733
             7.95980        49.81876       1524.95935     -1426.76062
             5.95816        62.87455       1598.02502     -1348.99121
             5.95816       102.12656       1571.08020     -1342.23096
             7.95980        42.72165       1570.87891     -1421.55286
             7.95980        69.58099       1602.79724     -1403.79663
             5.95816       108.83301       1575.85242     -1397.03638
            31.29280        49.64957       1515.76611     -1683.11169
            49.67942        59.98073       1542.21948     -1682.74915
            49.67942        63.36178       1531.07153     -1669.63306
            28.71637        39.79240       1569.30566     -1651.56775
            41.48816        40.09956       1553.76880     -1675.91821
            80.13703       365.09033      -1648.53552     -1592.13123
            77.07407       276.03314      -1604.91992     -1609.90698
            77.07407       259.90948      -1568.63342     -1540.44153
            82.25401       395.29211      -1615.74695     -1578.22644
           198.93811       284.11374       -470.18176     -1881.13684
            35.91043        16.02010        498.37170     -1859.07690
             6.07814       122.02412        844.35828     -1549.61462
             5.95868        91.21220        746.09808     -1634.88843
             5.95868       102.39098        818.22296     -1625.60364
           111.21987        85.68523         78.81404     -1999.69470
            53.67016        92.24193         47.41589     -1954.12195
            53.67016        69.17668         41.03645     -1951.64185
            69.80852        80.15033         55.42242     -1995.64722
            57.63367        57.08508         49.04297     -1993.16711
            69.80852        89.58583         35.66895     -1980.07373
            69.80852        66.52058         29.28951     -1977.59363
             3.12900        12.59991       1545.73096      -877.35669
             3.01214       126.16988       1374.98169     -1000.54523
             3.01214       174.14793       1437.62732     -1028.53491
             3.01214       236.31412       1452.26465      -975.98627
             3.01214       146.79478       1323.79126      -945.60107
             3.01214       226.09018       1361.11267      -938.50098
            22.59079       147.64642       -989.59680     -1941.62878
            24.95605       134.56473       -990.89178     -1934.42395
            24.95605       110.44799       -996.07629     -1897.93616
            24.95605       128.57707       -988.39337     -1907.55103
            25.99779       123.64510       -964.75629     -1901.98682
            25.99779       105.51601       -972.43921     -1892.37195
            25.99779       124.95300       -958.21167     -1890.39954
            26.73001       108.94454      -1818.57471     -1694.32324
            34.88012       181.12286      -1749.39673     -1730.60547
            26.73001       196.87413      -1795.85718     -1655.63818
            38.33248       204.18523      -1713.70435     -1675.19189
            38.33248       120.33488      -1684.64062     -1686.15405
            33.15596       135.71402      -1735.68359     -1730.47290
            26.73001       165.86481      -1841.59448     -1674.61279
            17.94215       306.15344        522.86609     -1834.22241
            14.06577       286.42889        499.15814     -1849.55872
            40.19540       295.14264        504.90747     -1913.60498
           101.45396       309.69012        508.45892     -1929.10449
            66.66887       303.66803        484.85361     -1926.24707
            73.52811       393.68112        494.86221     -1900.50244
            73.52811       387.74960        474.38760     -1886.44824
            23.75837       164.70016      -1785.73938     -1796.84656
            33.15596       125.69468      -1640.25354     -1814.18921
            33.15596       101.61703      -1649.18225     -1781.73413
            21.44352         2.17386        589.84430     -1828.61023
            33.55400         3.17818        574.59741     -1850.56848
            17.99524        10.21775        544.86414     -1837.02661
            48.04393       396.46222      -1342.07446     -1604.88660
            97.47963       317.87906       -334.03711     -1747.47046
           108.77455       281.70193       -283.07083     -1737.90625
           143.45889       323.30420       -293.37781     -1734.36743
           221.69360       317.97375       -280.10260     -1873.89307
           199.67375       285.08090       -290.54407     -1867.95850
           199.67375       294.55368       -256.22308     -1865.89624
            71.58324       276.68286        577.40649     -1981.16614
            75.86129       265.81924        588.84753     -1916.58838
            51.23097       277.60483        571.06104     -1915.18066
            71.58324       291.44577        567.92053     -1946.68408
            71.58324       290.60852        581.53076     -1964.92786
            39.63991       335.31000       -782.34137     -1877.14233
            49.35552       296.44632       -814.40869     -1942.10620
            62.15246       381.93732       -769.17151     -1906.65649
            39.63991       287.69205       -790.59088     -1897.63867
            48.40490       197.48224      -1171.84363     -1217.37427
            46.56085       137.67598      -1156.60828     -1085.13025
            33.30905        36.31087      -1042.65759     -1330.52710
            33.30905        48.53892      -1014.30359     -1288.96021
            32.82307        97.46128       -919.23083     -1834.01624
            28.40582        98.14353       -926.34985     -1861.10706
            29.76875       121.92818       -901.66858     -1869.84302
            29.23719       114.68484       -878.87732     -1887.48474
            31.58601       122.08482       -855.48108     -1869.70447
            29.76875       129.32816       -878.27234     -1852.06274
            20.37782       238.44009        363.36743     -1731.96936
            31.90706       301.50412        387.20087     -1737.70386
             7.17503       208.10092        458.96106     -1714.06335
             5.47539       247.23987        467.27911     -1710.53687
             9.78495        57.18265        873.49365     -1742.35632
             9.78495        16.88209        870.94873     -1758.51062
            11.03299        27.39002        843.37085     -1771.63611
             8.49706        74.61660        825.03198     -1727.45862
             9.78495        67.69057        845.91577     -1755.48181
            17.04283        17.05812        293.15204     -1268.90503
            83.10435       259.15802       -508.83588     -1817.51929
           127.24738       287.02512       -509.61661     -1853.41895
            95.02044       322.42346       -533.76031     -1828.20105
           123.85778       395.02661       -518.38184     -1787.92957
           127.24738       372.85727       -496.13541     -1756.13367
           204.32625       318.30936       -412.18274     -1895.68250
           204.32625       298.24585       -401.36096     -1864.19678
           127.24738       311.84775       -499.36005     -1763.52820
            95.02044       294.55640       -532.97961     -1792.30151
            89.49150       198.20116        728.81567     -1866.75293
            72.90938       362.35541      -1640.42859     -1627.42151
            72.90938       361.53131      -1618.46387     -1642.30725
            72.90938       327.77307      -1628.56982     -1642.01257
            65.99183       361.34851      -1581.01697     -1631.45715
            82.25401       392.37439      -1570.19312     -1602.66663
             7.92051       138.85144        622.88251     -1646.19373
             9.35909       170.07071        640.15601     -1645.92432
             9.35909       159.94397        698.74939     -1660.98279
